Metadata: {"arch":"arm64","console_log":"console.log","dist_size":1561782,"engine":"castl","repository":"https://github.com/PaulBernier/castl.git","revision":"7d6f6c5713493e9fe737fb1435c11f690497fe4c","revision_date":"2017-03-22","version":"1.2.4"}
compat-table/intl/Intl.NumberFormat.without-new.js: TypeError: Cannot read property 'NumberFormat' of undefined
compat-table/intl/Intl.js: failed
compat-table/intl/Intl.prototype.js: TypeError: Cannot read property 'constructor' of undefined
compat-table/intl/Number.prototype.toLocaleString.js: OK
compat-table/intl/Object.prototype.toLocaleString.js: OK
compat-table/intl/String.prototype.localeCompare.js: failed
compat-table/next/Array.isTemplateObject.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncDisposableStack.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.extends.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.from.async-iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.from.iterable.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.from.iterator.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.instanceof.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.Symbol.toStringTag.js: TypeError: Cannot read property 'prototype' of undefined
compat-table/next/AsyncIterator.prototype.drop.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.every.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.filter.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.find.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.flatMap.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.forEach.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.map.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.reduce.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.some.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.take.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/AsyncIterator.prototype.toArray.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/DisposableStack.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/Map.prototype.upsert.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/RegExp.1-9.js: failed
compat-table/next/RegExp.lastMatch.js: failed
compat-table/next/ShadowRealm.js: failed
compat-table/next/SuppressedError.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/Uint8Array.fromBase64.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/Uint8Array.fromHex.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/Uint8Array.setFromBase64.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/Uint8Array.setFromHex.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/Uint8Array.toBase64.js: TypeError: undefined is not a function
compat-table/next/Uint8Array.toHex.js: TypeError: undefined is not a function
compat-table/next/WeakMap.prototype.upsert.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/await-using.for-of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/await-using.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/class-decorators.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/function.sent.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/throw-expr.arrow.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/throw-expr.conditional.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/throw-expr.logical.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/throw-expr.param-init.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/using.for-of.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
compat-table/next/using.js: SyntaxError: throw new SyntaxError("Couldn't transpile JS code: " + e);
