arch,binary,test,weight
arm64,sophonjs,crypto.js,4.324
arm64,sophonjs,deltablue.js,4.1207
arm64,sophonjs,earley-boyer.js,0
arm64,sophonjs,gbemu.js,0
arm64,sophonjs,mandreel.js,0
arm64,sophonjs,navier-stokes.js,0
arm64,sophonjs,pdfjs.js,0
arm64,sophonjs,raytrace.js,5.5008
arm64,sophonjs,regexp.js,0
arm64,sophonjs,richards.ucode.js,2.0354
arm64,sophonjs,splay.js,0
arm64,sophonjs,typescript.js,0
arm64,sophonjs,zlib.js,0
arm64,spidermonkey,box2d.js,9.7915
arm64,spidermonkey,code-load.js,9.7915
arm64,spidermonkey,crypto.js,19.583
arm64,spidermonkey,deltablue.js,19.3114
arm64,spidermonkey,earley-boyer.js,19.583
arm64,spidermonkey,gbemu.js,9.7915
arm64,spidermonkey,mandreel.js,9.7915
arm64,spidermonkey,navier-stokes.js,19.583
arm64,spidermonkey,pdfjs.js,9.7915
arm64,spidermonkey,raytrace.js,19.583
arm64,spidermonkey,regexp.js,15.9564
arm64,spidermonkey,richards.ucode.js,8.5369
arm64,spidermonkey,splay.js,19.583
arm64,spidermonkey,typescript.js,0
arm64,spidermonkey,zlib.js,4.8957
arm64,spidermonkey_1.5,box2d.js,3.2543
arm64,spidermonkey_1.5,code-load.js,9.4486
arm64,spidermonkey_1.5,crypto.js,4.1378
arm64,spidermonkey_1.5,deltablue.js,4.6556
arm64,spidermonkey_1.5,earley-boyer.js,4.8399
arm64,spidermonkey_1.5,gbemu.js,0
arm64,spidermonkey_1.5,mandreel.js,0
arm64,spidermonkey_1.5,navier-stokes.js,4.7697
arm64,spidermonkey_1.5,pdfjs.js,0
arm64,spidermonkey_1.5,raytrace.js,5.0224
arm64,spidermonkey_1.5,regexp.js,4.1004
arm64,spidermonkey_1.5,richards.ucode.js,2.3872
arm64,spidermonkey_1.5,splay.js,5.0276
arm64,spidermonkey_1.5,typescript.js,0
arm64,spidermonkey_1.5,zlib.js,0
arm64,spidermonkey_1.6,box2d.js,3.2089
arm64,spidermonkey_1.6,code-load.js,8.809
arm64,spidermonkey_1.6,crypto.js,3.8714
arm64,spidermonkey_1.6,deltablue.js,4.4033
arm64,spidermonkey_1.6,earley-boyer.js,4.7613
arm64,spidermonkey_1.6,gbemu.js,0
arm64,spidermonkey_1.6,mandreel.js,0
arm64,spidermonkey_1.6,navier-stokes.js,4.6183
arm64,spidermonkey_1.6,pdfjs.js,0
arm64,spidermonkey_1.6,raytrace.js,4.9188
arm64,spidermonkey_1.6,regexp.js,4.0276
arm64,spidermonkey_1.6,richards.ucode.js,2.1282
arm64,spidermonkey_1.6,splay.js,5.6591
arm64,spidermonkey_1.6,typescript.js,0
arm64,spidermonkey_1.6,zlib.js,0
arm64,spidermonkey_1.7,box2d.js,3.7492
arm64,spidermonkey_1.7,code-load.js,9.1326
arm64,spidermonkey_1.7,crypto.js,5.4329
arm64,spidermonkey_1.7,deltablue.js,5.2707
arm64,spidermonkey_1.7,earley-boyer.js,5.442
arm64,spidermonkey_1.7,gbemu.js,0
arm64,spidermonkey_1.7,mandreel.js,0
arm64,spidermonkey_1.7,navier-stokes.js,5.488
arm64,spidermonkey_1.7,pdfjs.js,0
arm64,spidermonkey_1.7,raytrace.js,5.4461
arm64,spidermonkey_1.7,regexp.js,4.7983
arm64,spidermonkey_1.7,richards.ucode.js,2.859
arm64,spidermonkey_1.7,splay.js,5.5436
arm64,spidermonkey_1.7,typescript.js,0
arm64,spidermonkey_1.7,zlib.js,0
arm64,spidermonkey_1.8.0,box2d.js,4.1925
arm64,spidermonkey_1.8.0,code-load.js,9.7915
arm64,spidermonkey_1.8.0,crypto.js,4.7705
arm64,spidermonkey_1.8.0,deltablue.js,5.4708
arm64,spidermonkey_1.8.0,earley-boyer.js,6.4858
arm64,spidermonkey_1.8.0,gbemu.js,0
arm64,spidermonkey_1.8.0,mandreel.js,0
arm64,spidermonkey_1.8.0,navier-stokes.js,6.4098
arm64,spidermonkey_1.8.0,pdfjs.js,0
arm64,spidermonkey_1.8.0,raytrace.js,5.7223
arm64,spidermonkey_1.8.0,regexp.js,4.9438
arm64,spidermonkey_1.8.0,richards.ucode.js,2.6582
arm64,spidermonkey_1.8.0,splay.js,5.2865
arm64,spidermonkey_1.8.0,typescript.js,6.5423
arm64,spidermonkey_1.8.0,zlib.js,0
arm64,spidermonkey_gcc,box2d.js,9.7915
arm64,spidermonkey_gcc,code-load.js,9.7915
arm64,spidermonkey_gcc,crypto.js,19.583
arm64,spidermonkey_gcc,deltablue.js,18.9322
arm64,spidermonkey_gcc,earley-boyer.js,19.583
arm64,spidermonkey_gcc,gbemu.js,9.7915
arm64,spidermonkey_gcc,mandreel.js,9.7915
arm64,spidermonkey_gcc,navier-stokes.js,19.583
arm64,spidermonkey_gcc,pdfjs.js,9.7915
arm64,spidermonkey_gcc,raytrace.js,19.583
arm64,spidermonkey_gcc,regexp.js,16.0037
arm64,spidermonkey_gcc,richards.ucode.js,8.8216
arm64,spidermonkey_gcc,splay.js,19.583
arm64,spidermonkey_gcc,typescript.js,0
arm64,spidermonkey_gcc,zlib.js,4.8957
arm64,spidermonkey_jitless,box2d.js,3.6759
arm64,spidermonkey_jitless,code-load.js,9.7915
arm64,spidermonkey_jitless,crypto.js,4.7509
arm64,spidermonkey_jitless,deltablue.js,3.9086
arm64,spidermonkey_jitless,earley-boyer.js,6.7826
arm64,spidermonkey_jitless,gbemu.js,4.4127
arm64,spidermonkey_jitless,mandreel.js,1.9618
arm64,spidermonkey_jitless,navier-stokes.js,6.336
arm64,spidermonkey_jitless,pdfjs.js,4.9179
arm64,spidermonkey_jitless,raytrace.js,6.1105
arm64,spidermonkey_jitless,regexp.js,4.8949
arm64,spidermonkey_jitless,richards.ucode.js,1.9215
arm64,spidermonkey_jitless,splay.js,9.0426
arm64,spidermonkey_jitless,typescript.js,6.1557
arm64,spidermonkey_jitless,zlib.js,1.3338
arm64,twostroke,richards.ucode.js,0.3339
arm64,ucode,richards.ucode.js,1.0642
arm64,v8,box2d.js,9.7915
arm64,v8,code-load.js,9.7915
arm64,v8,crypto.js,19.583
arm64,v8,deltablue.js,19.583
arm64,v8,earley-boyer.js,19.583
arm64,v8,gbemu.js,9.7915
arm64,v8,mandreel.js,9.7915
arm64,v8,navier-stokes.js,19.583
arm64,v8,pdfjs.js,9.7915
arm64,v8,raytrace.js,19.583
arm64,v8,regexp.js,17.0713
arm64,v8,richards.ucode.js,9.7915
arm64,v8,splay.js,19.583
arm64,v8,typescript.js,9.7915
arm64,v8,zlib.js,4.8957
arm64,v8_gcc,box2d.js,9.7915
arm64,v8_gcc,code-load.js,9.7915
arm64,v8_gcc,crypto.js,19.583
arm64,v8_gcc,deltablue.js,19.583
arm64,v8_gcc,earley-boyer.js,19.583
arm64,v8_gcc,gbemu.js,9.7915
arm64,v8_gcc,mandreel.js,9.7915
arm64,v8_gcc,navier-stokes.js,19.583
arm64,v8_gcc,pdfjs.js,9.7915
arm64,v8_gcc,raytrace.js,19.583
arm64,v8_gcc,regexp.js,16.7344
arm64,v8_gcc,richards.ucode.js,9.7915
arm64,v8_gcc,splay.js,19.583
arm64,v8_gcc,typescript.js,9.7915
arm64,v8_gcc,zlib.js,4.8957
arm64,v8_jitless,box2d.js,5.5934
arm64,v8_jitless,code-load.js,9.7915
arm64,v8_jitless,crypto.js,6.5833
arm64,v8_jitless,deltablue.js,7.0487
arm64,v8_jitless,earley-boyer.js,13.1579
arm64,v8_jitless,gbemu.js,7.0009
arm64,v8_jitless,mandreel.js,3.3549
arm64,v8_jitless,navier-stokes.js,8.3346
arm64,v8_jitless,pdfjs.js,7.9122
arm64,v8_jitless,raytrace.js,10.9912
arm64,v8_jitless,regexp.js,9.676
arm64,v8_jitless,richards.ucode.js,3.3403
arm64,v8_jitless,splay.js,14.0452
arm64,v8_jitless,typescript.js,9.7915
arm64,v8_jitless,zlib.js,2.233
arm64,v8_pgo,box2d.js,9.7915
arm64,v8_pgo,code-load.js,9.7915
arm64,v8_pgo,crypto.js,19.583
arm64,v8_pgo,deltablue.js,19.583
arm64,v8_pgo,earley-boyer.js,19.583
arm64,v8_pgo,gbemu.js,9.7915
arm64,v8_pgo,mandreel.js,9.7915
arm64,v8_pgo,navier-stokes.js,19.583
arm64,v8_pgo,pdfjs.js,9.7915
arm64,v8_pgo,raytrace.js,19.583
arm64,v8_pgo,regexp.js,17.4294
arm64,v8_pgo,richards.ucode.js,9.7915
arm64,v8_pgo,splay.js,19.583
arm64,v8_pgo,typescript.js,9.7915
arm64,v8_pgo,zlib.js,4.8957
arm64,xs,box2d.js,4.2434
arm64,xs,code-load.js,0
arm64,xs,crypto.js,4.1039
arm64,xs,deltablue.js,4.1475
arm64,xs,earley-boyer.js,4.1569
arm64,xs,gbemu.js,0
arm64,xs,mandreel.js,0.5133
arm64,xs,navier-stokes.js,6.153
arm64,xs,pdfjs.js,0
arm64,xs,raytrace.js,6.2007
arm64,xs,regexp.js,2.965
arm64,xs,richards.ucode.js,1.7025
arm64,xs,splay.js,4.5536
arm64,xs,typescript.js,0
arm64,xs,zlib.js,0
arm64,xs_clang,box2d.js,4.6092
arm64,xs_clang,code-load.js,0
arm64,xs_clang,crypto.js,4.7489
arm64,xs_clang,deltablue.js,4.3802
arm64,xs_clang,earley-boyer.js,4.3414
arm64,xs_clang,gbemu.js,0
arm64,xs_clang,mandreel.js,0.5149
arm64,xs_clang,navier-stokes.js,6.7918
arm64,xs_clang,pdfjs.js,0
arm64,xs_clang,raytrace.js,6.6423
arm64,xs_clang,regexp.js,2.9974
arm64,xs_clang,richards.ucode.js,1.7587
arm64,xs_clang,splay.js,4.7751
arm64,xs_clang,typescript.js,0
arm64,xs_clang,zlib.js,0
arm64,yavashark,box2d.js,3.1306
arm64,yavashark,code-load.js,0
arm64,yavashark,crypto.js,0
arm64,yavashark,deltablue.js,1.4211
arm64,yavashark,earley-boyer.js,0
arm64,yavashark,gbemu.js,0
arm64,yavashark,mandreel.js,0
arm64,yavashark,navier-stokes.js,0
arm64,yavashark,pdfjs.js,0
arm64,yavashark,raytrace.js,2.3581
arm64,yavashark,regexp.js,0
arm64,yavashark,richards.ucode.js,0.6892
arm64,yavashark,splay.js,3.3533
arm64,yavashark,typescript.js,0
arm64,yavashark,zlib.js,0
